title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	taxid_ch1	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	supplementary_file_1
Sample 77_Paediatric pneumonia_77	GSM8145064	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938678	NONE
Sample 78_Paediatric pneumonia_78	GSM8145065	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938679	NONE
Sample 79_Paediatric pneumonia_79	GSM8145066	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938680	NONE
Sample 80_Paediatric pneumonia_80	GSM8145067	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938681	NONE
Sample 81_Paediatric pneumonia_81	GSM8145068	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938682	NONE
Sample 82_Paediatric pneumonia_82	GSM8145069	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938683	NONE
Sample 83_Paediatric pneumonia_83	GSM8145070	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938684	NONE
Sample 84_Paediatric pneumonia_84	GSM8145071	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938685	NONE
Sample 85_Paediatric pneumonia_85	GSM8145072	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938686	NONE
Sample 86_Paediatric pneumonia_86	GSM8145073	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938687	NONE
Sample 87_Healthy Control_1	GSM8145074	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938688	NONE
Sample 88_Healthy Control_2	GSM8145075	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938689	NONE
Sample 89_Healthy Control_3	GSM8145076	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938690	NONE
Sample 90_Healthy Control_4	GSM8145077	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938691	NONE
Sample 91_Healthy Control_5	GSM8145078	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938692	NONE
Sample 92_Healthy Control_6	GSM8145079	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938693	NONE
Sample 93_Healthy Control_7	GSM8145080	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938694	NONE
Sample 94_Healthy Control_8	GSM8145081	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938695	NONE
Sample 95_Healthy Control_9	GSM8145082	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938696	NONE
Sample 96_Healthy Control_10	GSM8145083	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938697	NONE
Sample 97_Healthy Control_11	GSM8145084	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938554	NONE
Sample 98_Healthy Control_12	GSM8145085	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938555	NONE
Sample 99_Healthy Control_13	GSM8145086	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938556	NONE
Sample 100_Healthy Control_14	GSM8145087	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938557	NONE
Sample 101_Healthy Control_15	GSM8145088	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938558	NONE
Sample 102_Healthy Control_16	GSM8145089	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938559	NONE
Sample 103_Healthy Control_17	GSM8145090	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938560	NONE
Sample 104_Healthy Control_18	GSM8145091	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938561	NONE
Sample 105_Healthy Control_19	GSM8145092	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938562	NONE
Sample 106_Healthy Control_20	GSM8145093	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938563	NONE
Sample 107_Healthy Control_21	GSM8145094	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938564	NONE
Sample 108_Healthy Control_22	GSM8145095	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938565	NONE
Sample 109_Healthy Control_23	GSM8145096	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938566	NONE
Sample 110_Healthy Control_24	GSM8145097	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938567	NONE
Sample 111_Healthy Control_25	GSM8145098	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938568	NONE
Sample 112_Healthy Control_26	GSM8145099	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Control	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938569	NONE
Sample 113_Paediatric pneumonia_87	GSM8145100	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938570	NONE
Sample 114_Paediatric pneumonia_88	GSM8145101	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938571	NONE
Sample 115_Paediatric pneumonia_89	GSM8145102	Public on Dec 09 2024	Mar 13 2024	Dec 09 2024	SRA	1	Whole blood	Homo sapiens	condition: Pneumonia	total RNA	The Illumina’s TruSeq RNA Sample Preparation Kit was used for library preparation, and ribosomal and globin RNA depletion was performed using the Illumina® Ribo-Zero Gold kit	9606	Supplementary files format and content: Coma-delimited excell file with normalized counts (Normalized_data.csv)	GPL20301	Alberto,,Gómez-Carballa	ksl8tr@gmail.com	Pediatrics	GENVIP research group	Choupana sn	Santiago de Compostela	A coruña	15706	Spain	0	Illumina HiSeq 4000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX23938572	NONE
